url,title,area,construct_date,rooms,has_elevator,has_parking,has_warehouse,type,city,floor,price_per_meter,price
https://divar.ir/v/51مترشیک-سند-تک-برگ-اندیشه-فاز-یک_آپارتمان_کرج_شهر-جدید-اندیشه_دیوار/gYzfbBk3,51مترشیک/سند تک برگ/اندیشه فاز یک,51,1395,1,True,True,True,آپارتمان,شهر جدید اندیشه,2,18235000,930000000
https://divar.ir/v/۴۵متر-فازیک-خوش-نقشه-فول-امکانات-مدرن_آپارتمان_کرج_شهر-جدید-اندیشه_دیوار/gY9bQgJz,۴۵متر فازیک خوش نقشه/فول امکانات مدرن,45,1394,1,False,True,True,آپارتمان,شهر جدید اندیشه,2,13777000,620000000
https://divar.ir/v/۴۶متربدون-پرتی-خوش-نقشه-طبقه-اول-پارکینگ-اختصاصی_آپارتمان_کرج_شهر-جدید-اندیشه_دیوار/gY9bAXzP,۴۶متربدون پرتی خوش نقشه طبقه اول پارکینگ اختصاصی,46,1391,1,False,True,True,آپارتمان,شهر جدید اندیشه,1,27717000,1275000000
https://divar.ir/v/۶۵دوخابه_آپارتمان_کرج_کوی-بهار_دیوار/gY9fQAcu,۶۵دوخابه,65,1400,2,False,False,True,آپارتمان,کوی بهار,4,6461000,420000000
https://divar.ir/v/آپارتمان-۶۷-متری-دوخوابه-مجتمع-نوین-بوم_آپارتمان_کرج_شهرک-جهان-نما_دیوار/gY9jgMa-,آپارتمان ۶۷ متری دوخوابه مجتمع نوین بوم,67,1379,2,False,True,False,آپارتمان,شهرک جهان‌نما,4,16417000,1100000000
https://divar.ir/v/آپارتمان-72-متری-روبه-آفتاب-_آپارتمان_کرج_باغستان_دیوار/gY9XAbTi,/ آپارتمان 72 متری/ روبه آفتاب/,72,1394,2,True,True,True,آپارتمان,باغستان,3,12500000,900000000
https://divar.ir/v/آپارتمان-100-متر-دو-خوابه_آپارتمان_کرج_کوی-زنبق_دیوار/gY9bAPk9,آپارتمان 100 متر ، دو خوابه,100,1388,2,True,True,True,آپارتمان,کوی زنبق,3,15800000,1580000000
https://divar.ir/v/آپارتمان-۱۰۲-شهرک-بعثت_آپارتمان_کرج_مشکین-دشت_دیوار/gYa3MWC-,آپارتمان ۱۰۲/شهرک بعثت,102,1389,2,True,True,True,آپارتمان,مشکین‌دشت,2,12647000,1290000000
https://divar.ir/v/آپارتمان-دو-خواب-۶۸متر-پارکینگ-اختصاصی_آپارتمان_کرج_شهر-جدید-اندیشه_دیوار/gY3r5MUq,آپارتمان دو خواب/۶۸متر/پارکینگ اختصاصی,68,1397,2,True,True,True,آپارتمان,شهر جدید اندیشه,5,15735000,1070000000
https://divar.ir/v/آپارتمان-۶۸-متر-دو-خوابه_آپارتمان_کرج_شهر-جدید-اندیشه_دیوار/gY9Xgc-y,آپارتمان ۶۸ متر دو خوابه,68,1395,2,False,True,True,آپارتمان,شهر جدید اندیشه,1,13235000,900000000
https://divar.ir/v/گوهردشت-۹۲متر-۲خواب_آپارتمان_کرج_گوهردشت_دیوار/gY53wT9m,گوهردشت ۹۲متر ۲خواب,92,1386,2,True,True,True,آپارتمان,گوهردشت,1,11956000,1100000000
https://divar.ir/v/آپارتمان-75-متری-2خواب-نوساز-در-معراج-ها_آپارتمان_کرج_ساماندهی_دیوار/gY9TQ3wd,آپارتمان 75 متری ،2خواب، نوساز در معراج ها,75,1401,2,True,True,True,آپارتمان,ساماندهی,2,24000000,1800000000
https://divar.ir/v/۸۵-متر-با-آسانسور-فاز-پنج-اندیشه_آپارتمان_کرج_شهر-جدید-اندیشه_دیوار/gY9bAzKU,۸۵ متر با آسانسور فاز پنج اندیشه,85,1395,2,True,True,True,آپارتمان,شهر جدید اندیشه,3,15294000,1300000000
https://divar.ir/v/فروش-یک-واحد-آپارتمان-شیک-واقع-در-سه-راه-حسن-اباد_آپارتمان_کرج_آزادگان_دیوار/gY9fwAk1,فروش یک واحد آپارتمان شیک واقع در سه راه حسن اباد,65,1389,1,False,False,False,آپارتمان,آزادگان,1,7384000,480000000
https://divar.ir/v/۱۰۵-متر-دوخوابه-طبقه-۳-آسانسور-دار_آپارتمان_کرج_خرمدشت_دیوار/gY9bw-Z1,۱۰۵ متر دوخوابه طبقه ۳ آسانسور دار,105,1395,2,True,False,True,آپارتمان,خرمدشت,3,8476000,890000000
https://divar.ir/v/۶۱-متر-روبه-نما-وام-دار_آپارتمان_کرج_مهرویلا_دیوار/gY9Tg9-R,۶۱ متر / روبه نما / وام دار,61,1385,1,True,True,True,آپارتمان,مهرویلا,3,18852000,1150000000
https://divar.ir/v/غرق-نور-خوش-نقشه-۴۵متر-اندیشه-فاز۱_آپارتمان_کرج_شهر-جدید-اندیشه_دیوار/gY9Tw-pK,غرق نور /خوش نقشه /۴۵متر اندیشه فاز۱,45,1387,1,False,True,True,آپارتمان,شهر جدید اندیشه,3,14000000,630000000
https://divar.ir/v/75متر-دوخوابه-فاز1اندیشه-سنددار_آپارتمان_کرج_شهر-جدید-اندیشه_دیوار/gY9Tg7CF,75متر+دوخوابه+فاز1اندیشه+سنددار,75,1391,2,True,True,True,آپارتمان,شهر جدید اندیشه,4,13066000,980000000
https://divar.ir/v/56متر-خوش-نقشه-غرق-نور-پارکینگ-سند-تک-برگ_آپارتمان_کرج_شهر-جدید-اندیشه_دیوار/gY3TLsr5,56متر/خوش نقشه/غرق نور/پارکینگ/سند تک برگ,56,1393,1,False,True,True,آپارتمان,شهر جدید اندیشه,2,11964000,670000000
https://divar.ir/v/۹۸متر-معراج-آسانسور-کم-واحد_آپارتمان_کرج_ساماندهی_دیوار/gY9PgRr2,۹۸متر معراج آسانسور کم واحد,98,1389,2,True,True,True,آپارتمان,ساماندهی,3,13775000,1350000000
https://divar.ir/v/44متر-پکیج-طبقه-اول-پارکینگ-سندی-سند-تک-برگ_آپارتمان_کرج_شهر-جدید-اندیشه_دیوار/gY9PAyVr,44متر/پکیج/طبقه اول/پارکینگ سندی/سند تک برگ,44,1395,1,False,True,True,آپارتمان,شهر جدید اندیشه,1,15681000,690000000
https://divar.ir/v/آپارتمان-۹۰متری-دو-خواب_آپارتمان_کرج_احدآباد_دیوار/gYq_KEjW,آپارتمان ۹۰متری دو خواب,90,1390,2,False,False,False,آپارتمان,احدآباد,3,8888000,800000000
https://divar.ir/v/آپارتمان-دوخوابه-۱۰۰-متر-تک-واحدی_آپارتمان_کرج_خرمدشت_دیوار/gY9Xw6Vt,آپارتمان دوخوابه ۱۰۰ متر تک واحدی,100,1390,2,False,False,False,آپارتمان,خرمدشت,3,8000000,800000000
https://divar.ir/v/۸۵متردوخواب-بازرگانی-_آپارتمان_کرج_گلشهر_دیوار/gY9bABPA,۸۵متردوخواب بازرگانی .,85,1388,2,False,True,True,آپارتمان,گلشهر,3,10000000,850000000
https://divar.ir/v/۶۸-متر-فول-امکانات-سند-تکبرگی_آپارتمان_کرج_شهر-جدید-اندیشه_دیوار/gY9TAHh3,۶۸ متر فول امکانات سند تکبرگی,68,1395,2,True,True,True,آپارتمان,شهر جدید اندیشه,1,10794000,734000000
https://divar.ir/v/مهرشهر-سلمان-فارسی-تنها-واحد-منطقه-کلا-نورگیر_آپارتمان_کرج_مهرشهر-فاز-۴_دیوار/gY9bAGch,مهرشهر سلمان فارسی تنها واحد منطقه کلا نورگیر,100,1390,2,True,False,True,آپارتمان,مهرشهر - فاز ۴,4,12900000,1290000000
https://divar.ir/v/فروش-آپارتمان-۷۰-متری-فاز4-مهرشهر_آپارتمان_کرج_مهرشهر-فاز-۴_دیوار/gY9bQB06,فروش آپارتمان ۷۰ متری فاز4 مهرشهر,70,1384,2,False,True,True,آپارتمان,مهرشهر - فاز ۴,4,17428000,1220000000
https://divar.ir/v/اپارتمان-۶۳-متری_آپارتمان_کرج_منظریه_دیوار/gY9XgyRp,اپارتمان ۶۳ متری,63,1386,1,False,True,True,آپارتمان,منظریه,3,12380000,780000000
https://divar.ir/v/آپارتمان-۱۰۰-متری-قولنامه-ای_آپارتمان_کرج_حصارک_دیوار/gY9TQ2MT,آپارتمان ۱۰۰ متری قولنامه ای,100,1396,2,True,False,True,آپارتمان,حصارک,2,8500000,850000000
https://divar.ir/v/۱۰۶-متر-واقع-در-اصلی-شاهین-ویلا_آپارتمان_کرج_شاهین-ویلا_دیوار/gY9XwXdh,۱۰۶ متر واقع در اصلی شاهین ویلا,106,1390,2,True,True,True,آپارتمان,شاهین‌ویلا,1,12452000,1320000000
https://divar.ir/v/آپارتمان-۶۷-متر-یک-خواب-شمالی-رو-به-نما_آپارتمان_کرج_باغستان_دیوار/gY9XgOC2,آپارتمان ۶۷ متر،یک خواب،شمالی رو به نما,67,1385,2,False,True,True,آپارتمان,باغستان,3,20149000,1350000000
https://divar.ir/v/۴۶متر-شیک-سندار-اندیشه-فاز۱_آپارتمان_کرج_شهر-جدید-اندیشه_دیوار/gY9LAo4E,۴۶متر/شیک/سندار/اندیشه فاز۱,46,1395,1,True,True,True,آپارتمان,شهر جدید اندیشه,4,13043000,600000000
https://divar.ir/v/67-متر-فول-مناسب-سرمایه-گذاری_آپارتمان_کرج_مارلیک_دیوار/gY9LQoc4,67 متر * فول * مناسب سرمایه گذاری,67,1387,2,True,True,True,آپارتمان,مارلیک,2,13700000,917900000
https://divar.ir/v/آپارتمان-۶۰متری_آپارتمان_کرج_کرج-نو_دیوار/gY9TQiDY,آپارتمان ۶۰متری,60,1385,1,False,False,False,آپارتمان,کرج نو,2,7833000,470000000
https://divar.ir/v/آپارتمان-۴۰-متر-تک-خوابه_آپارتمان_کرج_ملارد_دیوار/gYfL--FQ,آپارتمان ۴۰ متر تک خوابه,40,1390,1,False,False,True,آپارتمان,ملارد,2,7000000,280000000
https://divar.ir/v/آپارتمان82متری-دو-خواب-پارکینگ-سندی-نورگیر_آپارتمان_کرج_شهر-جدید-اندیشه_دیوار/gY8rPqSS,آپارتمان82متری/دو خواب/پارکینگ سندی/نورگیر,82,1391,2,False,True,True,آپارتمان,شهر جدید اندیشه,3,13414000,1100000000
https://divar.ir/v/۶۰متر-تمیز-پارکینگ-دار-علامه-مجلسی-فقط-سه-روزه_آپارتمان_کرج_گلشهر_دیوار/gYenYgNL,۶۰متر.تمیز.پارکینگ دار.علامه مجلسی.فقط سه روزه,60,1386,1,False,True,True,آپارتمان,گلشهر,3,8500000,510000000
https://divar.ir/v/آپارتمان-۴۵-متری_آپارتمان_کرج_شهر-جدید-اندیشه_دیوار/gY9HgMLe,آپارتمان ۴۵ متری,45,1399,1,False,True,False,آپارتمان,شهر جدید اندیشه,2,24000000,1080000000
https://divar.ir/v/54متر-پارکینگ-اختصاصی-سنددار-فاز-یک-اندیشه_آپارتمان_کرج_شهر-جدید-اندیشه_دیوار/gY9Hwlak,54متر،پارکینگ اختصاصی،سنددار،فاز یک اندیشه,54,1396,1,False,True,True,آپارتمان,شهر جدید اندیشه,1,12592000,680000000
https://divar.ir/v/45-متر-اندیشه-فاز1-فول-امکانات-سندتکبرگ_آپارتمان_کرج_شهر-جدید-اندیشه_دیوار/gY9LQg7n,45 متر اندیشه فاز1/فول امکانات/سندتکبرگ,45,1395,1,True,True,True,آپارتمان,شهر جدید اندیشه,2,16888000,760000000
https://divar.ir/v/آپارتمان-۷۵-متر-تروتمیز-فروشی_آپارتمان_کرج_شهریار_دیوار/gY9PApUt,آپارتمان ۷۵ متر تروتمیز فروشی,75,1395,1,False,True,True,آپارتمان,شهریار,1,8000000,600000000
